Crew_ID,Age,Stress_Level,Crew_Role,Fitness_Level,Species,Home_Planet,Ship_Name,Recent_Medical_Incident
CRW0353,158,61,Medical Officer,High,Andromedan,Zeta Reticuli,SS Odyssey,False
CRW0354,64,48,Navigator,Low,Synthoid,Nova Terra,SS Aurora,False
CRW0355,197,94,Scientist,Low,Eldari,Aquaros,SS Endeavor,True
CRW0356,60,24,Pilot,High,Eldari,Dracos,SS Andromeda,False
CRW0357,191,22,Medical Officer,Low,Aquarion,Eldar,SS Aurora,False
CRW0358,47,23,Navigator,Moderate,Xel'Naga,Felix,SS Solaris,False
CRW0359,120,37,Navigator,High,Krell,Earth,SS Endeavor,False
CRW0360,71,27,Scientist,Moderate,Synthoid,Earth,SS Endeavor,False
CRW0361,174,20,Security,Moderate,Eldari,Dracos,SS Orion,False
CRW0362,173,53,Security,Low,Andromedan,Felix,SS Aurora,False
CRW0363,34,17,Communications Officer,High,Aquarion,Nova Terra,SS Solaris,False
CRW0364,81,35,Navigator,Moderate,Human,Nova Terra,SS Orion,False
CRW0365,156,98,Pilot,High,Aquarion,Vulpes,SS Orion,False
CRW0366,78,44,Medical Officer,High,Eldari,Felix,SS Odyssey,False
CRW0367,57,72,Navigator,High,Human,Aquaros,SS Andromeda,False
CRW0368,194,52,Engineer,Low,Zetan,Andromeda Prime,SS Endeavor,False
CRW0369,41,29,Medical Officer,Low,Vulperian,Nova Terra,SS Solaris,True
CRW0370,86,59,Communications Officer,Moderate,Aquarion,Aquaros,SS Endeavor,False
CRW0371,29,97,Security,Moderate,Andromedan,Nova Terra,SS Aurora,False
CRW0372,165,31,Navigator,High,Andromedan,Vulpes,SS Andromeda,False
CRW0373,163,66,Scientist,High,Krell,Krellar,SS Orion,False
CRW0374,136,66,Engineer,High,Xel'Naga,Nova Terra,SS Andromeda,False
CRW0375,164,27,Navigator,High,Aquarion,Felix,SS Orion,False
CRW0376,113,43,Communications Officer,Moderate,Eldari,Aquaros,SS Andromeda,False
CRW0377,119,78,Pilot,Moderate,Vulperian,Felix,SS Orion,False
CRW0378,87,40,Engineer,High,Synthoid,Vulpes,SS Endeavor,False
CRW0379,53,62,Communications Officer,High,Eldari,Vulpes,SS Endeavor,False
CRW0380,107,22,Navigator,High,Andromedan,Felix,SS Endeavor,False
CRW0381,72,74,Pilot,Moderate,Zetan,Aquaros,SS Endeavor,False
CRW0382,174,47,Engineer,Low,Eldari,Aquaros,SS Andromeda,True
CRW0383,84,31,Pilot,Moderate,Draconian,Earth,SS Orion,False
CRW0384,146,56,Pilot,Low,Felid,Felix,SS Endeavor,False
CRW0385,171,99,Engineer,Moderate,Andromedan,Krellar,SS Andromeda,True
CRW0386,79,32,Engineer,High,Aquarion,Vulpes,SS Orion,True
CRW0387,79,23,Pilot,High,Zetan,Earth,SS Andromeda,False
CRW0388,107,38,Communications Officer,Low,Draconian,Zeta Reticuli,SS Odyssey,False
CRW0389,70,33,Security,Moderate,Human,Dracos,SS Endeavor,False
CRW0390,191,55,Engineer,High,Vulperian,Dracos,SS Aurora,True
CRW0391,91,27,Navigator,Moderate,Andromedan,Vulpes,SS Andromeda,False
CRW0392,36,36,Medical Officer,Moderate,Aquarion,Earth,SS Endeavor,False
CRW0393,75,6,Scientist,Moderate,Draconian,Krellar,SS Solaris,False
CRW0394,122,67,Pilot,Low,Draconian,Felix,SS Orion,False
CRW0395,29,36,Pilot,Moderate,Xel'Naga,Krellar,SS Odyssey,True
CRW0396,74,55,Scientist,Moderate,Draconian,Zeta Reticuli,SS Endeavor,False
CRW0397,81,64,Security,High,Vulperian,Vulpes,SS Solaris,True
CRW0398,129,64,Scientist,High,Zetan,Nova Terra,SS Andromeda,False
CRW0399,26,46,Engineer,High,Zetan,Zeta Reticuli,SS Andromeda,False
CRW0400,124,19,Scientist,High,Draconian,Earth,SS Solaris,False
CRW0401,27,18,Pilot,Moderate,Aquarion,Nova Terra,SS Odyssey,False
CRW0402,130,28,Scientist,Moderate,Andromedan,Felix,SS Solaris,False
CRW0403,137,73,Medical Officer,High,Aquarion,Dracos,SS Orion,False
CRW0404,115,59,Navigator,Low,Felid,Zylar IV,SS Andromeda,False
CRW0405,68,17,Engineer,High,Krell,Dracos,SS Solaris,False
CRW0406,120,91,Scientist,High,Andromedan,Felix,SS Aurora,False
CRW0407,76,34,Pilot,High,Human,Vulpes,SS Aurora,True
CRW0408,189,42,Communications Officer,High,Felid,Aquaros,SS Solaris,True
CRW0409,73,94,Navigator,High,Vulperian,Dracos,SS Orion,False
CRW0410,165,90,Engineer,Moderate,Felid,Eldar,SS Andromeda,True
CRW0411,34,10,Pilot,Moderate,Aquarion,Dracos,SS Aurora,False
CRW0412,135,48,Security,Low,Xel'Naga,Dracos,SS Solaris,True
CRW0413,145,37,Medical Officer,High,Zetan,Dracos,SS Solaris,False
CRW0414,127,63,Security,High,Draconian,Felix,SS Endeavor,False
CRW0415,179,68,Medical Officer,High,Andromedan,Dracos,SS Solaris,True
CRW0416,168,7,Scientist,Moderate,Draconian,Nova Terra,SS Orion,False
CRW0417,166,33,Engineer,High,Human,Nova Terra,SS Aurora,False
CRW0418,141,47,Scientist,Low,Krell,Dracos,SS Endeavor,False
CRW0419,84,55,Medical Officer,Moderate,Draconian,Andromeda Prime,SS Aurora,False
CRW0420,40,75,Medical Officer,Moderate,Aquarion,Andromeda Prime,SS Aurora,False
CRW0421,113,64,Medical Officer,Moderate,Andromedan,Nova Terra,SS Orion,True
CRW0422,79,30,Navigator,High,Xel'Naga,Zylar IV,SS Solaris,True
CRW0423,111,3,Pilot,High,Human,Aquaros,SS Orion,True
CRW0424,138,49,Engineer,High,Eldari,Zeta Reticuli,SS Solaris,False
CRW0425,83,68,Scientist,Moderate,Vulperian,Eldar,SS Endeavor,False
CRW0426,44,29,Scientist,High,Krell,Eldar,SS Orion,True
CRW0427,148,87,Security,High,Aquarion,Dracos,SS Orion,False
CRW0428,158,58,Medical Officer,Low,Vulperian,Zylar IV,SS Odyssey,False
CRW0429,161,66,Communications Officer,High,Xel'Naga,Andromeda Prime,SS Andromeda,False
CRW0430,150,74,Medical Officer,Low,Vulperian,Andromeda Prime,SS Orion,False
CRW0431,79,44,Medical Officer,Moderate,Zetan,Zylar IV,SS Odyssey,False
CRW0432,143,3,Communications Officer,High,Andromedan,Aquaros,SS Andromeda,False
CRW0433,22,25,Scientist,High,Vulperian,Nova Terra,SS Solaris,False
CRW0434,55,26,Security,High,Aquarion,Aquaros,SS Solaris,False
CRW0435,117,45,Pilot,Moderate,Eldari,Vulpes,SS Solaris,False
CRW0436,147,63,Communications Officer,Moderate,Zetan,Vulpes,SS Odyssey,False
CRW0437,139,90,Navigator,Moderate,Zetan,Andromeda Prime,SS Odyssey,False
CRW0438,69,50,Engineer,Low,Vulperian,Zeta Reticuli,SS Andromeda,False
CRW0439,110,49,Communications Officer,Moderate,Krell,Vulpes,SS Solaris,False
CRW0440,138,5,Pilot,High,Synthoid,Felix,SS Aurora,False
CRW0441,150,58,Scientist,High,Krell,Andromeda Prime,SS Orion,False
CRW0442,37,14,Navigator,Low,Felid,Dracos,SS Odyssey,False
CRW0443,90,29,Navigator,High,Draconian,Krellar,SS Odyssey,False
CRW0444,43,41,Navigator,High,Aquarion,Krellar,SS Odyssey,False
CRW0445,114,100,Medical Officer,Moderate,Synthoid,Earth,SS Andromeda,False
CRW0446,97,36,Engineer,Moderate,Andromedan,Dracos,SS Solaris,False
CRW0447,175,41,Scientist,Low,Zetan,Krellar,SS Aurora,False
CRW0448,165,100,Scientist,Moderate,Aquarion,Aquaros,SS Orion,False
CRW0449,107,34,Navigator,High,Xel'Naga,Earth,SS Orion,False
CRW0450,50,86,Scientist,Low,Draconian,Andromeda Prime,SS Solaris,False
CRW0451,90,5,Engineer,High,Eldari,Zylar IV,SS Aurora,True
CRW0452,68,67,Engineer,High,Draconian,Zylar IV,SS Andromeda,False
CRW0453,115,17,Security,Moderate,Aquarion,Andromeda Prime,SS Odyssey,True
CRW0454,165,72,Communications Officer,High,Andromedan,Zeta Reticuli,SS Odyssey,False
CRW0455,197,28,Communications Officer,Moderate,Zetan,Andromeda Prime,SS Solaris,False
CRW0456,106,76,Security,High,Human,Nova Terra,SS Orion,False
CRW0457,60,58,Pilot,Moderate,Human,Zylar IV,SS Odyssey,True
CRW0458,121,46,Communications Officer,High,Aquarion,Krellar,SS Orion,False
CRW0459,54,16,Engineer,Moderate,Vulperian,Eldar,SS Orion,False
CRW0460,122,95,Engineer,Low,Krell,Earth,SS Solaris,True
CRW0461,44,21,Communications Officer,High,Draconian,Zeta Reticuli,SS Endeavor,False
CRW0462,31,67,Engineer,High,Andromedan,Vulpes,SS Endeavor,False
CRW0463,90,68,Security,High,Draconian,Dracos,SS Endeavor,False
CRW0464,121,36,Navigator,High,Xel'Naga,Zeta Reticuli,SS Aurora,False
CRW0465,55,48,Navigator,Moderate,Human,Vulpes,SS Solaris,False
CRW0466,159,12,Scientist,Moderate,Felid,Zeta Reticuli,SS Orion,False
CRW0467,168,33,Navigator,High,Zetan,Eldar,SS Odyssey,False
CRW0468,117,85,Medical Officer,High,Xel'Naga,Felix,SS Aurora,False
CRW0469,22,52,Security,High,Felid,Zeta Reticuli,SS Endeavor,False
CRW0470,90,86,Engineer,Moderate,Zetan,Krellar,SS Andromeda,True
CRW0471,25,50,Communications Officer,High,Draconian,Andromeda Prime,SS Aurora,False
CRW0472,37,2,Navigator,Low,Andromedan,Nova Terra,SS Aurora,False
CRW0473,45,41,Security,Moderate,Human,Earth,SS Solaris,True
CRW0474,101,97,Navigator,High,Draconian,Zylar IV,SS Odyssey,False
CRW0475,23,31,Pilot,Moderate,Human,Vulpes,SS Aurora,True
CRW0476,149,50,Engineer,Low,Aquarion,Felix,SS Odyssey,False
CRW0477,181,84,Pilot,Moderate,Felid,Earth,SS Solaris,False
CRW0478,105,45,Engineer,High,Eldari,Zeta Reticuli,SS Andromeda,False
CRW0479,173,20,Security,High,Felid,Andromeda Prime,SS Orion,False
CRW0480,161,43,Scientist,Low,Eldari,Earth,SS Orion,False
CRW0481,199,10,Navigator,Moderate,Zetan,Andromeda Prime,SS Endeavor,False
CRW0482,184,67,Navigator,Moderate,Draconian,Vulpes,SS Endeavor,False
CRW0483,145,0,Medical Officer,Low,Synthoid,Krellar,SS Andromeda,False
CRW0484,54,91,Communications Officer,Low,Human,Krellar,SS Orion,False
CRW0485,182,62,Pilot,Low,Human,Andromeda Prime,SS Endeavor,False
CRW0486,192,23,Navigator,High,Synthoid,Andromeda Prime,SS Odyssey,True
CRW0487,122,98,Security,Moderate,Vulperian,Nova Terra,SS Aurora,False
CRW0488,33,12,Scientist,Moderate,Draconian,Dracos,SS Solaris,False
CRW0489,88,97,Communications Officer,Moderate,Synthoid,Felix,SS Endeavor,False
CRW0490,86,10,Security,Moderate,Eldari,Nova Terra,SS Andromeda,False
CRW0491,182,99,Pilot,High,Human,Earth,SS Orion,False
CRW0492,189,50,Medical Officer,Moderate,Felid,Aquaros,SS Andromeda,False
CRW0493,95,16,Navigator,Moderate,Eldari,Nova Terra,SS Solaris,False
CRW0494,64,98,Security,High,Draconian,Earth,SS Solaris,False
CRW0495,65,81,Communications Officer,Moderate,Andromedan,Zylar IV,SS Andromeda,False
CRW0496,50,85,Engineer,High,Felid,Earth,SS Endeavor,False
CRW0497,162,23,Scientist,High,Andromedan,Earth,SS Endeavor,False
CRW0498,33,18,Communications Officer,High,Zetan,Andromeda Prime,SS Orion,False
CRW0499,116,36,Security,Moderate,Eldari,Eldar,SS Odyssey,True
CRW0500,67,84,Scientist,Moderate,Eldari,Zeta Reticuli,SS Orion,False
CRW0501,151,7,Navigator,Moderate,Eldari,Andromeda Prime,SS Aurora,False
CRW0502,56,27,Engineer,Moderate,Vulperian,Felix,SS Odyssey,True
CRW0503,102,4,Medical Officer,Low,Eldari,Andromeda Prime,SS Aurora,False
CRW0504,111,16,Communications Officer,High,Andromedan,Felix,SS Orion,False
CRW0505,29,100,Medical Officer,High,Vulperian,Felix,SS Odyssey,False
CRW0506,114,35,Engineer,Low,Zetan,Eldar,SS Odyssey,True
CRW0507,175,18,Scientist,High,Aquarion,Eldar,SS Aurora,False
CRW0508,111,63,Navigator,Low,Xel'Naga,Zeta Reticuli,SS Andromeda,False
CRW0509,183,90,Security,Low,Zetan,Aquaros,SS Endeavor,False
CRW0510,136,97,Engineer,Moderate,Krell,Felix,SS Odyssey,False
CRW0511,126,10,Pilot,Low,Vulperian,Zylar IV,SS Odyssey,False
CRW0512,156,53,Scientist,High,Andromedan,Nova Terra,SS Aurora,False
CRW0513,79,44,Medical Officer,High,Andromedan,Earth,SS Odyssey,False
CRW0514,135,46,Communications Officer,Moderate,Draconian,Felix,SS Aurora,False
CRW0515,96,11,Engineer,High,Human,Nova Terra,SS Andromeda,False
CRW0516,178,20,Medical Officer,Low,Eldari,Krellar,SS Odyssey,True
CRW0517,141,10,Scientist,High,Andromedan,Vulpes,SS Solaris,False
CRW0518,185,91,Medical Officer,Moderate,Eldari,Aquaros,SS Orion,True
CRW0519,42,4,Engineer,Moderate,Synthoid,Vulpes,SS Andromeda,False
CRW0520,185,80,Scientist,Moderate,Human,Earth,SS Solaris,False
CRW0521,159,55,Pilot,High,Synthoid,Eldar,SS Andromeda,True
CRW0522,122,19,Engineer,High,Felid,Earth,SS Endeavor,False
CRW0523,173,40,Security,Low,Eldari,Zylar IV,SS Andromeda,False
CRW0524,198,45,Navigator,High,Vulperian,Nova Terra,SS Andromeda,False
CRW0525,120,11,Engineer,Low,Krell,Felix,SS Endeavor,True
CRW0526,57,69,Scientist,Moderate,Human,Zeta Reticuli,SS Odyssey,False
CRW0527,117,16,Communications Officer,Moderate,Vulperian,Dracos,SS Orion,True
CRW0528,173,18,Navigator,Moderate,Andromedan,Felix,SS Solaris,False
CRW0529,172,25,Engineer,High,Krell,Dracos,SS Aurora,False
CRW0530,58,47,Pilot,Moderate,Aquarion,Zeta Reticuli,SS Orion,False
CRW0531,33,51,Communications Officer,Low,Andromedan,Eldar,SS Andromeda,True
CRW0532,134,95,Pilot,Moderate,Xel'Naga,Dracos,SS Aurora,False
CRW0533,34,69,Security,Low,Zetan,Eldar,SS Endeavor,False
CRW0534,44,54,Communications Officer,Moderate,Human,Andromeda Prime,SS Orion,False
CRW0535,120,99,Medical Officer,High,Xel'Naga,Zylar IV,SS Odyssey,True
CRW0536,126,74,Communications Officer,High,Eldari,Felix,SS Solaris,False
CRW0537,51,32,Navigator,Low,Human,Aquaros,SS Orion,True
CRW0538,38,61,Communications Officer,High,Felid,Nova Terra,SS Orion,False
CRW0539,134,87,Scientist,Low,Felid,Nova Terra,SS Odyssey,False
CRW0540,83,22,Scientist,Low,Zetan,Aquaros,SS Aurora,False
CRW0541,105,14,Medical Officer,High,Human,Earth,SS Endeavor,False
CRW0542,133,26,Communications Officer,High,Vulperian,Earth,SS Odyssey,False
CRW0543,107,74,Pilot,Moderate,Synthoid,Vulpes,SS Endeavor,False
CRW0544,162,63,Pilot,High,Draconian,Earth,SS Odyssey,False
CRW0545,40,80,Engineer,Moderate,Vulperian,Eldar,SS Orion,False
CRW0546,198,50,Security,Moderate,Zetan,Zeta Reticuli,SS Endeavor,False
CRW0547,121,52,Navigator,Moderate,Felid,Andromeda Prime,SS Aurora,False
CRW0548,161,77,Security,Moderate,Human,Aquaros,SS Aurora,True
CRW0549,168,90,Communications Officer,High,Vulperian,Eldar,SS Solaris,False
CRW0550,97,81,Security,Moderate,Synthoid,Eldar,SS Endeavor,True
CRW0551,30,91,Engineer,High,Xel'Naga,Vulpes,SS Solaris,False
CRW0552,49,50,Security,High,Vulperian,Eldar,SS Odyssey,False
CRW0553,149,46,Medical Officer,Moderate,Eldari,Zylar IV,SS Andromeda,False
CRW0554,73,3,Engineer,Low,Xel'Naga,Earth,SS Aurora,False
CRW0555,104,6,Medical Officer,High,Zetan,Nova Terra,SS Orion,False
CRW0556,132,34,Communications Officer,Moderate,Xel'Naga,Zylar IV,SS Aurora,True
CRW0557,165,47,Engineer,Moderate,Human,Andromeda Prime,SS Andromeda,False
CRW0558,138,72,Communications Officer,High,Krell,Andromeda Prime,SS Orion,False
CRW0559,90,71,Communications Officer,High,Krell,Andromeda Prime,SS Endeavor,False
CRW0560,120,44,Security,Low,Aquarion,Felix,SS Endeavor,True
CRW0561,161,80,Medical Officer,Moderate,Eldari,Earth,SS Aurora,False
CRW0562,46,80,Communications Officer,Moderate,Human,Eldar,SS Orion,False
CRW0563,144,96,Medical Officer,Moderate,Zetan,Andromeda Prime,SS Odyssey,False
CRW0564,74,95,Medical Officer,High,Andromedan,Aquaros,SS Orion,False
CRW0565,172,71,Engineer,Moderate,Krell,Nova Terra,SS Solaris,True
CRW0566,165,18,Scientist,Moderate,Zetan,Eldar,SS Andromeda,False
CRW0567,78,62,Security,Moderate,Xel'Naga,Vulpes,SS Endeavor,False
CRW0568,60,37,Communications Officer,High,Vulperian,Earth,SS Aurora,False
CRW0569,130,66,Medical Officer,High,Krell,Zeta Reticuli,SS Orion,True
CRW0570,63,58,Navigator,High,Human,Zylar IV,SS Endeavor,False
CRW0571,188,68,Scientist,Low,Krell,Krellar,SS Aurora,False
CRW0572,163,12,Communications Officer,Moderate,Synthoid,Zylar IV,SS Endeavor,False
CRW0573,143,46,Navigator,Moderate,Synthoid,Andromeda Prime,SS Aurora,False
CRW0574,154,60,Security,High,Synthoid,Nova Terra,SS Endeavor,True
CRW0575,184,30,Security,High,Eldari,Vulpes,SS Odyssey,False
CRW0576,96,79,Medical Officer,Moderate,Krell,Eldar,SS Solaris,False
CRW0577,167,95,Medical Officer,Moderate,Aquarion,Aquaros,SS Andromeda,False
CRW0578,97,21,Communications Officer,Moderate,Felid,Dracos,SS Endeavor,False
CRW0579,30,92,Engineer,High,Zetan,Zylar IV,SS Andromeda,False
CRW0580,95,85,Scientist,Moderate,Synthoid,Dracos,SS Endeavor,False
CRW0581,166,42,Communications Officer,High,Xel'Naga,Eldar,SS Orion,False
CRW0582,28,66,Scientist,High,Human,Nova Terra,SS Solaris,False
CRW0583,195,53,Medical Officer,Moderate,Eldari,Dracos,SS Odyssey,False
CRW0584,162,9,Security,High,Draconian,Zylar IV,SS Solaris,False
CRW0585,189,41,Medical Officer,High,Synthoid,Zeta Reticuli,SS Andromeda,False
CRW0586,191,63,Security,Moderate,Zetan,Krellar,SS Orion,False
CRW0587,158,20,Communications Officer,Moderate,Xel'Naga,Dracos,SS Aurora,False
CRW0588,199,79,Security,Low,Human,Zeta Reticuli,SS Solaris,False
CRW0589,48,75,Medical Officer,Moderate,Vulperian,Zeta Reticuli,SS Odyssey,True
CRW0590,143,65,Pilot,High,Andromedan,Andromeda Prime,SS Orion,False
CRW0591,26,40,Scientist,High,Xel'Naga,Krellar,SS Orion,True
CRW0592,50,23,Navigator,Low,Aquarion,Aquaros,SS Andromeda,False
CRW0593,186,34,Security,Moderate,Xel'Naga,Felix,SS Odyssey,False
CRW0594,187,55,Security,Moderate,Xel'Naga,Zylar IV,SS Orion,False
CRW0595,104,29,Pilot,High,Aquarion,Vulpes,SS Orion,True
CRW0596,157,56,Communications Officer,Moderate,Vulperian,Eldar,SS Aurora,False
CRW0597,130,93,Communications Officer,High,Eldari,Vulpes,SS Andromeda,False
CRW0598,86,46,Communications Officer,Moderate,Krell,Dracos,SS Andromeda,False
CRW0599,107,34,Navigator,Low,Human,Krellar,SS Odyssey,False
CRW0600,166,18,Engineer,Low,Xel'Naga,Dracos,SS Orion,True
CRW0601,92,7,Pilot,Moderate,Xel'Naga,Krellar,SS Aurora,False
CRW0602,66,25,Navigator,Moderate,Felid,Zylar IV,SS Endeavor,False
CRW0603,153,70,Pilot,Low,Aquarion,Eldar,SS Solaris,False
CRW0604,57,29,Security,Moderate,Zetan,Eldar,SS Andromeda,False
CRW0605,91,6,Scientist,High,Xel'Naga,Zylar IV,SS Aurora,False
CRW0606,180,66,Pilot,Moderate,Xel'Naga,Aquaros,SS Odyssey,False
CRW0607,40,64,Engineer,High,Aquarion,Zeta Reticuli,SS Aurora,False
CRW0608,129,35,Medical Officer,Moderate,Zetan,Krellar,SS Orion,False
CRW0609,188,24,Navigator,Moderate,Aquarion,Earth,SS Solaris,False
CRW0610,112,36,Pilot,Moderate,Eldari,Earth,SS Andromeda,False
CRW0611,111,0,Pilot,High,Xel'Naga,Zeta Reticuli,SS Endeavor,False
CRW0612,40,14,Engineer,High,Synthoid,Felix,SS Orion,False
CRW0613,60,36,Scientist,Moderate,Human,Dracos,SS Andromeda,False
CRW0614,147,12,Pilot,Low,Zetan,Krellar,SS Odyssey,False
CRW0615,194,7,Pilot,Moderate,Synthoid,Felix,SS Andromeda,False
CRW0616,162,4,Scientist,High,Aquarion,Nova Terra,SS Aurora,False
CRW0617,147,59,Engineer,Low,Felid,Eldar,SS Solaris,False
CRW0618,79,72,Navigator,Low,Xel'Naga,Vulpes,SS Endeavor,False
CRW0619,169,0,Navigator,High,Felid,Nova Terra,SS Solaris,False
CRW0620,82,35,Pilot,High,Felid,Vulpes,SS Aurora,False
CRW0621,148,34,Scientist,Moderate,Aquarion,Eldar,SS Endeavor,False
CRW0622,126,65,Pilot,Low,Felid,Earth,SS Endeavor,True
CRW0623,188,62,Communications Officer,Low,Krell,Felix,SS Orion,False
CRW0624,22,22,Medical Officer,Low,Krell,Zylar IV,SS Endeavor,True
CRW0625,152,8,Navigator,Moderate,Eldari,Aquaros,SS Andromeda,False
CRW0626,113,33,Communications Officer,Moderate,Xel'Naga,Andromeda Prime,SS Solaris,False
CRW0627,134,45,Security,High,Xel'Naga,Dracos,SS Odyssey,True
CRW0628,174,77,Medical Officer,High,Synthoid,Zeta Reticuli,SS Odyssey,False
CRW0629,77,3,Pilot,Moderate,Draconian,Earth,SS Solaris,False
CRW0630,182,29,Engineer,Moderate,Xel'Naga,Zylar IV,SS Orion,False
CRW0631,187,94,Navigator,Moderate,Eldari,Felix,SS Endeavor,False
CRW0632,138,74,Security,Moderate,Zetan,Zylar IV,SS Aurora,False
CRW0633,155,98,Medical Officer,High,Felid,Vulpes,SS Andromeda,False
CRW0634,79,71,Navigator,Moderate,Zetan,Zylar IV,SS Orion,False
CRW0635,65,2,Scientist,High,Aquarion,Krellar,SS Endeavor,False
CRW0636,194,13,Engineer,Moderate,Synthoid,Dracos,SS Odyssey,False
CRW0637,181,59,Medical Officer,Moderate,Felid,Andromeda Prime,SS Aurora,False
CRW0638,194,76,Scientist,Moderate,Felid,Earth,SS Endeavor,False
CRW0639,82,44,Communications Officer,Low,Vulperian,Krellar,SS Orion,False
CRW0640,68,95,Pilot,High,Andromedan,Earth,SS Aurora,False
CRW0641,170,33,Scientist,Moderate,Aquarion,Aquaros,SS Aurora,False
CRW0642,101,44,Medical Officer,High,Xel'Naga,Andromeda Prime,SS Aurora,False
CRW0643,139,60,Medical Officer,Moderate,Aquarion,Zylar IV,SS Aurora,True
CRW0644,185,82,Communications Officer,Low,Vulperian,Aquaros,SS Endeavor,False
CRW0645,168,15,Pilot,Moderate,Andromedan,Vulpes,SS Aurora,False
CRW0646,41,65,Scientist,Low,Vulperian,Felix,SS Endeavor,False
CRW0647,167,39,Scientist,High,Vulperian,Aquaros,SS Aurora,False
CRW0648,68,16,Pilot,Low,Krell,Nova Terra,SS Aurora,True
CRW0649,70,33,Scientist,High,Felid,Vulpes,SS Orion,True
CRW0650,35,15,Navigator,Low,Zetan,Andromeda Prime,SS Endeavor,False
CRW0651,164,59,Pilot,High,Draconian,Dracos,SS Odyssey,False
CRW0652,180,65,Engineer,High,Xel'Naga,Nova Terra,SS Endeavor,False
CRW0653,22,65,Medical Officer,Moderate,Eldari,Earth,SS Solaris,False
CRW0654,138,89,Engineer,Low,Synthoid,Zeta Reticuli,SS Odyssey,False
CRW0655,75,12,Navigator,High,Aquarion,Zeta Reticuli,SS Orion,False
CRW0656,139,55,Communications Officer,High,Xel'Naga,Nova Terra,SS Endeavor,False
CRW0657,24,30,Navigator,Low,Felid,Dracos,SS Orion,False
CRW0658,165,33,Security,High,Krell,Krellar,SS Odyssey,False
CRW0659,33,38,Security,High,Zetan,Zeta Reticuli,SS Orion,True
CRW0660,95,66,Security,Moderate,Aquarion,Nova Terra,SS Orion,False
CRW0661,37,7,Pilot,High,Synthoid,Andromeda Prime,SS Andromeda,False
CRW0662,123,86,Scientist,Low,Draconian,Eldar,SS Endeavor,False
CRW0663,173,77,Navigator,Moderate,Felid,Dracos,SS Orion,False
CRW0664,177,54,Engineer,Moderate,Xel'Naga,Dracos,SS Andromeda,False
CRW0665,138,26,Communications Officer,Low,Eldari,Krellar,SS Andromeda,True
CRW0666,29,92,Engineer,Moderate,Zetan,Vulpes,SS Aurora,True
CRW0667,143,52,Engineer,High,Human,Zylar IV,SS Aurora,False
CRW0668,113,38,Engineer,High,Xel'Naga,Zeta Reticuli,SS Odyssey,False
CRW0669,185,64,Communications Officer,Moderate,Felid,Zylar IV,SS Endeavor,False
CRW0670,111,16,Security,High,Vulperian,Zylar IV,SS Aurora,False
CRW0671,157,29,Engineer,Low,Vulperian,Andromeda Prime,SS Odyssey,False
CRW0672,81,52,Communications Officer,Moderate,Eldari,Earth,SS Endeavor,False
CRW0673,199,12,Communications Officer,High,Andromedan,Zylar IV,SS Odyssey,False
CRW0674,49,20,Scientist,Moderate,Eldari,Dracos,SS Andromeda,True
CRW0675,122,18,Communications Officer,Moderate,Zetan,Krellar,SS Andromeda,True
